,PARAMETER,YEAR,MONTH,Surface Pressure (kPa),DATE,PARAMETER,YEAR,MONTH,Dew/Frost Point at 2 Meters (C),DATE,PARAMETER,YEAR,MONTH,Precipitation Corrected (mm/day),DATE,PARAMETER,YEAR,MONTH, Precipitation Corrected Sum (mm),DATE,PARAMETER,YEAR,MONTH,Wind Speed at 2 Meters (m/s),DATE,PARAMETER,YEAR,MONTH,Relative Humidity at 2 Meters (%),DATE,PARAMETER,YEAR,MONTH,Specific Humidity at 2 Meters (g/kg),DATE,PARAMETER,YEAR,MONTH,Temperature at 2 Meters (C),DATE,PARAMETER,YEAR,MONTH,Wind Speed at 10 Meters (m/s),DATE
122,PS,2000,MAR,98.49,3/1/2000,T2MDEW,2000,MAR,1.27,3/1/2000,PRECTOTCORR,2000,MAR,0,3/1/2000,PRECTOTCORR_SUM,2000,MAR,0,3/1/2000,WS2M,2000,MAR,2.7,3/1/2000,RH2M,2000,MAR,19.56,3/1/2000,QV2M,2000,MAR,4.88,3/1/2000,T2M,2000,MAR,29.19,3/1/2000,WS10M,2000,MAR,3.95,3/1/2000
123,PS,2000,APR,98.24,4/1/2000,T2MDEW,2000,APR,13.43,4/1/2000,PRECTOTCORR,2000,APR,0,4/1/2000,PRECTOTCORR_SUM,2000,APR,10.55,4/1/2000,WS2M,2000,APR,1.95,4/1/2000,RH2M,2000,APR,34.31,4/1/2000,QV2M,2000,APR,10.56,4/1/2000,T2M,2000,APR,33.79,4/1/2000,WS10M,2000,APR,2.77,4/1/2000
124,PS,2000,MAY,98.43,5/1/2000,T2MDEW,2000,MAY,17.71,5/1/2000,PRECTOTCORR,2000,MAY,0,5/1/2000,PRECTOTCORR_SUM,2000,MAY,47.46,5/1/2000,WS2M,2000,MAY,2.31,5/1/2000,RH2M,2000,MAY,43,5/1/2000,QV2M,2000,MAY,13.24,5/1/2000,T2M,2000,MAY,33.63,5/1/2000,WS10M,2000,MAY,3.29,5/1/2000
125,PS,2000,JUN,98.74,6/1/2000,T2MDEW,2000,JUN,21.49,6/1/2000,PRECTOTCORR,2000,JUN,5.27,6/1/2000,PRECTOTCORR_SUM,2000,JUN,152.93,6/1/2000,WS2M,2000,JUN,2.05,6/1/2000,RH2M,2000,JUN,67.38,6/1/2000,QV2M,2000,JUN,16.36,6/1/2000,T2M,2000,JUN,28.69,6/1/2000,WS10M,2000,JUN,3.03,6/1/2000
126,PS,2000,JUL,98.74,7/1/2000,T2MDEW,2000,JUL,21.67,7/1/2000,PRECTOTCORR,2000,JUL,5.27,7/1/2000,PRECTOTCORR_SUM,2000,JUL,142.38,7/1/2000,WS2M,2000,JUL,1.76,7/1/2000,RH2M,2000,JUL,75,7/1/2000,QV2M,2000,JUL,16.48,7/1/2000,T2M,2000,JUL,26.85,7/1/2000,WS10M,2000,JUL,2.7,7/1/2000
127,PS,2000,AUG,98.84,8/1/2000,T2MDEW,2000,AUG,22.02,8/1/2000,PRECTOTCORR,2000,AUG,5.27,8/1/2000,PRECTOTCORR_SUM,2000,AUG,137.11,8/1/2000,WS2M,2000,AUG,1.53,8/1/2000,RH2M,2000,AUG,77.31,8/1/2000,QV2M,2000,AUG,16.85,8/1/2000,T2M,2000,AUG,26.61,8/1/2000,WS10M,2000,AUG,2.44,8/1/2000
128,PS,2000,SEP,98.71,9/1/2000,T2MDEW,2000,SEP,22.14,9/1/2000,PRECTOTCORR,2000,SEP,5.27,9/1/2000,PRECTOTCORR_SUM,2000,SEP,121.29,9/1/2000,WS2M,2000,SEP,1.5,9/1/2000,RH2M,2000,SEP,77.06,9/1/2000,QV2M,2000,SEP,16.97,9/1/2000,T2M,2000,SEP,26.87,9/1/2000,WS10M,2000,SEP,2.42,9/1/2000
129,PS,2000,OCT,98.74,10/1/2000,T2MDEW,2000,OCT,19.78,10/1/2000,PRECTOTCORR,2000,OCT,0,10/1/2000,PRECTOTCORR_SUM,2000,OCT,58.01,10/1/2000,WS2M,2000,OCT,1.58,10/1/2000,RH2M,2000,OCT,66.5,10/1/2000,QV2M,2000,OCT,14.83,10/1/2000,T2M,2000,OCT,27.54,10/1/2000,WS10M,2000,OCT,2.57,10/1/2000
130,PS,2000,NOV,98.64,11/1/2000,T2MDEW,2000,NOV,10.96,11/1/2000,PRECTOTCORR,2000,NOV,0,11/1/2000,PRECTOTCORR_SUM,2000,NOV,0,11/1/2000,WS2M,2000,NOV,1.76,11/1/2000,RH2M,2000,NOV,43.19,11/1/2000,QV2M,2000,NOV,8.61,11/1/2000,T2M,2000,NOV,26.73,11/1/2000,WS10M,2000,NOV,2.92,11/1/2000
131,PS,2000,DEC,98.86,12/1/2000,T2MDEW,2000,DEC,3.14,12/1/2000,PRECTOTCORR,2000,DEC,0,12/1/2000,PRECTOTCORR_SUM,2000,DEC,0,12/1/2000,WS2M,2000,DEC,2.02,12/1/2000,RH2M,2000,DEC,29.75,12/1/2000,QV2M,2000,DEC,4.94,12/1/2000,T2M,2000,DEC,23.63,12/1/2000,WS10M,2000,DEC,3.17,12/1/2000
132,PS,2001,JAN,98.87,1/1/2001,T2MDEW,2001,JAN,-1.56,1/1/2001,PRECTOTCORR,2001,JAN,0,1/1/2001,PRECTOTCORR_SUM,2001,JAN,0,1/1/2001,WS2M,2001,JAN,2.33,1/1/2001,RH2M,2001,JAN,21.62,1/1/2001,QV2M,2001,JAN,3.54,1/1/2001,T2M,2001,JAN,23.3,1/1/2001,WS10M,2001,JAN,3.57,1/1/2001
133,PS,2001,FEB,98.72,2/1/2001,T2MDEW,2001,FEB,-3.27,2/1/2001,PRECTOTCORR,2001,FEB,0,2/1/2001,PRECTOTCORR_SUM,2001,FEB,0,2/1/2001,WS2M,2001,FEB,2.83,2/1/2001,RH2M,2001,FEB,16.12,2/1/2001,QV2M,2001,FEB,3.05,2/1/2001,T2M,2001,FEB,25.45,2/1/2001,WS10M,2001,FEB,4.21,2/1/2001
134,PS,2001,MAR,98.48,3/1/2001,T2MDEW,2001,MAR,2.07,3/1/2001,PRECTOTCORR,2001,MAR,0,3/1/2001,PRECTOTCORR_SUM,2001,MAR,0,3/1/2001,WS2M,2001,MAR,2.05,3/1/2001,RH2M,2001,MAR,19.06,3/1/2001,QV2M,2001,MAR,4.94,3/1/2001,T2M,2001,MAR,30.7,3/1/2001,WS10M,2001,MAR,3.1,3/1/2001
135,PS,2001,APR,98.37,4/1/2001,T2MDEW,2001,APR,15.97,4/1/2001,PRECTOTCORR,2001,APR,0,4/1/2001,PRECTOTCORR_SUM,2001,APR,0,4/1/2001,WS2M,2001,APR,2.69,4/1/2001,RH2M,2001,APR,38.94,4/1/2001,QV2M,2001,APR,12.21,4/1/2001,T2M,2001,APR,33.55,4/1/2001,WS10M,2001,APR,3.73,4/1/2001
136,PS,2001,MAY,98.54,5/1/2001,T2MDEW,2001,MAY,20.41,5/1/2001,PRECTOTCORR,2001,MAY,0,5/1/2001,PRECTOTCORR_SUM,2001,MAY,47.46,5/1/2001,WS2M,2001,MAY,2.73,5/1/2001,RH2M,2001,MAY,53.88,5/1/2001,QV2M,2001,MAY,15.44,5/1/2001,T2M,2001,MAY,31.89,5/1/2001,WS10M,2001,MAY,3.83,5/1/2001
137,PS,2001,JUN,98.72,6/1/2001,T2MDEW,2001,JUN,20.15,6/1/2001,PRECTOTCORR,2001,JUN,0,6/1/2001,PRECTOTCORR_SUM,2001,JUN,58.01,6/1/2001,WS2M,2001,JUN,2.42,6/1/2001,RH2M,2001,JUN,56.62,6/1/2001,QV2M,2001,JUN,15.08,6/1/2001,T2M,2001,JUN,30.57,6/1/2001,WS10M,2001,JUN,3.45,6/1/2001
138,PS,2001,JUL,98.8,7/1/2001,T2MDEW,2001,JUL,21.69,7/1/2001,PRECTOTCORR,2001,JUL,5.27,7/1/2001,PRECTOTCORR_SUM,2001,JUL,174.02,7/1/2001,WS2M,2001,JUL,1.81,7/1/2001,RH2M,2001,JUL,72.31,7/1/2001,QV2M,2001,JUL,16.54,7/1/2001,T2M,2001,JUL,27.66,7/1/2001,WS10M,2001,JUL,2.76,7/1/2001
139,PS,2001,AUG,98.92,8/1/2001,T2MDEW,2001,AUG,22.72,8/1/2001,PRECTOTCORR,2001,AUG,5.27,8/1/2001,PRECTOTCORR_SUM,2001,AUG,200.39,8/1/2001,WS2M,2001,AUG,1.48,8/1/2001,RH2M,2001,AUG,81.12,8/1/2001,QV2M,2001,AUG,17.58,8/1/2001,T2M,2001,AUG,26.44,8/1/2001,WS10M,2001,AUG,2.38,8/1/2001
140,PS,2001,SEP,98.78,9/1/2001,T2MDEW,2001,SEP,22.45,9/1/2001,PRECTOTCORR,2001,SEP,5.27,9/1/2001,PRECTOTCORR_SUM,2001,SEP,131.84,9/1/2001,WS2M,2001,SEP,1.38,9/1/2001,RH2M,2001,SEP,80.19,9/1/2001,QV2M,2001,SEP,17.27,9/1/2001,T2M,2001,SEP,26.4,9/1/2001,WS10M,2001,SEP,2.26,9/1/2001
141,PS,2001,OCT,98.76,10/1/2001,T2MDEW,2001,OCT,17.92,10/1/2001,PRECTOTCORR,2001,OCT,0,10/1/2001,PRECTOTCORR_SUM,2001,OCT,5.27,10/1/2001,WS2M,2001,OCT,1.52,10/1/2001,RH2M,2001,OCT,60.38,10/1/2001,QV2M,2001,OCT,13.43,10/1/2001,T2M,2001,OCT,27.55,10/1/2001,WS10M,2001,OCT,2.47,10/1/2001
142,PS,2001,NOV,98.75,11/1/2001,T2MDEW,2001,NOV,10.16,11/1/2001,PRECTOTCORR,2001,NOV,0,11/1/2001,PRECTOTCORR_SUM,2001,NOV,0,11/1/2001,WS2M,2001,NOV,1.68,11/1/2001,RH2M,2001,NOV,40.69,11/1/2001,QV2M,2001,NOV,8.06,11/1/2001,T2M,2001,NOV,26.38,11/1/2001,WS10M,2001,NOV,2.71,11/1/2001
143,PS,2001,DEC,98.74,12/1/2001,T2MDEW,2001,DEC,4.82,12/1/2001,PRECTOTCORR,2001,DEC,0,12/1/2001,PRECTOTCORR_SUM,2001,DEC,0,12/1/2001,WS2M,2001,DEC,2.13,12/1/2001,RH2M,2001,DEC,29.81,12/1/2001,QV2M,2001,DEC,5.55,12/1/2001,T2M,2001,DEC,25.48,12/1/2001,WS10M,2001,DEC,3.39,12/1/2001
144,PS,2002,JAN,98.91,1/1/2002,T2MDEW,2002,JAN,-0.63,1/1/2002,PRECTOTCORR,2002,JAN,0,1/1/2002,PRECTOTCORR_SUM,2002,JAN,0,1/1/2002,WS2M,2002,JAN,3.02,1/1/2002,RH2M,2002,JAN,21.25,1/1/2002,QV2M,2002,JAN,3.72,1/1/2002,T2M,2002,JAN,23.94,1/1/2002,WS10M,2002,JAN,4.48,1/1/2002
145,PS,2002,FEB,98.72,2/1/2002,T2MDEW,2002,FEB,-2.83,2/1/2002,PRECTOTCORR,2002,FEB,0,2/1/2002,PRECTOTCORR_SUM,2002,FEB,0,2/1/2002,WS2M,2002,FEB,2.59,2/1/2002,RH2M,2002,FEB,15.5,2/1/2002,QV2M,2002,FEB,3.17,2/1/2002,T2M,2002,FEB,26.57,2/1/2002,WS10M,2002,FEB,3.89,2/1/2002
146,PS,2002,MAR,98.43,3/1/2002,T2MDEW,2002,MAR,8,3/1/2002,PRECTOTCORR,2002,MAR,0,3/1/2002,PRECTOTCORR_SUM,2002,MAR,5.27,3/1/2002,WS2M,2002,MAR,2.01,3/1/2002,RH2M,2002,MAR,27,3/1/2002,QV2M,2002,MAR,7.51,3/1/2002,T2M,2002,MAR,31.75,3/1/2002,WS10M,2002,MAR,2.89,3/1/2002
147,PS,2002,APR,98.22,4/1/2002,T2MDEW,2002,APR,16.6,4/1/2002,PRECTOTCORR,2002,APR,0,4/1/2002,PRECTOTCORR_SUM,2002,APR,5.27,4/1/2002,WS2M,2002,APR,2.52,4/1/2002,RH2M,2002,APR,37.62,4/1/2002,QV2M,2002,APR,12.39,4/1/2002,T2M,2002,APR,34.57,4/1/2002,WS10M,2002,APR,3.48,4/1/2002
148,PS,2002,MAY,98.53,5/1/2002,T2MDEW,2002,MAY,21.1,5/1/2002,PRECTOTCORR,2002,MAY,5.27,5/1/2002,PRECTOTCORR_SUM,2002,MAY,94.92,5/1/2002,WS2M,2002,MAY,2.36,5/1/2002,RH2M,2002,MAY,57.12,5/1/2002,QV2M,2002,MAY,16.05,5/1/2002,T2M,2002,MAY,31.51,5/1/2002,WS10M,2002,MAY,3.34,5/1/2002
149,PS,2002,JUN,98.75,6/1/2002,T2MDEW,2002,JUN,20.82,6/1/2002,PRECTOTCORR,2002,JUN,0,6/1/2002,PRECTOTCORR_SUM,2002,JUN,79.1,6/1/2002,WS2M,2002,JUN,2.32,6/1/2002,RH2M,2002,JUN,60,6/1/2002,QV2M,2002,JUN,15.69,6/1/2002,T2M,2002,JUN,30.14,6/1/2002,WS10M,2002,JUN,3.35,6/1/2002
150,PS,2002,JUL,98.87,7/1/2002,T2MDEW,2002,JUL,22.42,7/1/2002,PRECTOTCORR,2002,JUL,5.27,7/1/2002,PRECTOTCORR_SUM,2002,JUL,179.3,7/1/2002,WS2M,2002,JUL,1.7,7/1/2002,RH2M,2002,JUL,74.69,7/1/2002,QV2M,2002,JUL,17.27,7/1/2002,T2M,2002,JUL,27.69,7/1/2002,WS10M,2002,JUL,2.61,7/1/2002
151,PS,2002,AUG,98.86,8/1/2002,T2MDEW,2002,AUG,22.74,8/1/2002,PRECTOTCORR,2002,AUG,5.27,8/1/2002,PRECTOTCORR_SUM,2002,AUG,200.39,8/1/2002,WS2M,2002,AUG,1.41,8/1/2002,RH2M,2002,AUG,80.69,8/1/2002,QV2M,2002,AUG,17.58,8/1/2002,T2M,2002,AUG,26.55,8/1/2002,WS10M,2002,AUG,2.29,8/1/2002
152,PS,2002,SEP,98.83,9/1/2002,T2MDEW,2002,SEP,22.71,9/1/2002,PRECTOTCORR,2002,SEP,5.27,9/1/2002,PRECTOTCORR_SUM,2002,SEP,131.84,9/1/2002,WS2M,2002,SEP,1.33,9/1/2002,RH2M,2002,SEP,79.69,9/1/2002,QV2M,2002,SEP,17.58,9/1/2002,T2M,2002,SEP,26.8,9/1/2002,WS10M,2002,SEP,2.2,9/1/2002
153,PS,2002,OCT,98.72,10/1/2002,T2MDEW,2002,OCT,19.28,10/1/2002,PRECTOTCORR,2002,OCT,0,10/1/2002,PRECTOTCORR_SUM,2002,OCT,21.09,10/1/2002,WS2M,2002,OCT,1.52,10/1/2002,RH2M,2002,OCT,65.62,10/1/2002,QV2M,2002,OCT,14.53,10/1/2002,T2M,2002,OCT,27.31,10/1/2002,WS10M,2002,OCT,2.48,10/1/2002
154,PS,2002,NOV,98.79,11/1/2002,T2MDEW,2002,NOV,11.61,11/1/2002,PRECTOTCORR,2002,NOV,0,11/1/2002,PRECTOTCORR_SUM,2002,NOV,0,11/1/2002,WS2M,2002,NOV,1.65,11/1/2002,RH2M,2002,NOV,43.25,11/1/2002,QV2M,2002,NOV,9.03,11/1/2002,T2M,2002,NOV,26.93,11/1/2002,WS10M,2002,NOV,2.7,11/1/2002
155,PS,2002,DEC,98.94,12/1/2002,T2MDEW,2002,DEC,4.36,12/1/2002,PRECTOTCORR,2002,DEC,0,12/1/2002,PRECTOTCORR_SUM,2002,DEC,0,12/1/2002,WS2M,2002,DEC,2.34,12/1/2002,RH2M,2002,DEC,30.75,12/1/2002,QV2M,2002,DEC,5.62,12/1/2002,T2M,2002,DEC,24.54,12/1/2002,WS10M,2002,DEC,3.64,12/1/2002
156,PS,2003,JAN,98.88,1/1/2003,T2MDEW,2003,JAN,1.33,1/1/2003,PRECTOTCORR,2003,JAN,0,1/1/2003,PRECTOTCORR_SUM,2003,JAN,0,1/1/2003,WS2M,2003,JAN,2.05,1/1/2003,RH2M,2003,JAN,24.38,1/1/2003,QV2M,2003,JAN,4.52,1/1/2003,T2M,2003,JAN,24.82,1/1/2003,WS10M,2003,JAN,3.2,1/1/2003
157,PS,2003,FEB,98.6,2/1/2003,T2MDEW,2003,FEB,2.86,2/1/2003,PRECTOTCORR,2003,FEB,0,2/1/2003,PRECTOTCORR_SUM,2003,FEB,0,2/1/2003,WS2M,2003,FEB,2.16,2/1/2003,RH2M,2003,FEB,20.5,2/1/2003,QV2M,2003,FEB,5,2/1/2003,T2M,2003,FEB,29.43,2/1/2003,WS10M,2003,FEB,3.26,2/1/2003
158,PS,2003,MAR,98.54,3/1/2003,T2MDEW,2003,MAR,3.3,3/1/2003,PRECTOTCORR,2003,MAR,0,3/1/2003,PRECTOTCORR_SUM,2003,MAR,15.82,3/1/2003,WS2M,2003,MAR,2.53,3/1/2003,RH2M,2003,MAR,21.38,3/1/2003,QV2M,2003,MAR,5.62,3/1/2003,T2M,2003,MAR,30.29,3/1/2003,WS10M,2003,MAR,3.71,3/1/2003
159,PS,2003,APR,98.44,4/1/2003,T2MDEW,2003,APR,17.91,4/1/2003,PRECTOTCORR,2003,APR,0,4/1/2003,PRECTOTCORR_SUM,2003,APR,26.37,4/1/2003,WS2M,2003,APR,2.55,4/1/2003,RH2M,2003,APR,46.31,4/1/2003,QV2M,2003,APR,13.73,4/1/2003,T2M,2003,APR,32.76,4/1/2003,WS10M,2003,APR,3.49,4/1/2003
160,PS,2003,MAY,98.56,5/1/2003,T2MDEW,2003,MAY,19.02,5/1/2003,PRECTOTCORR,2003,MAY,0,5/1/2003,PRECTOTCORR_SUM,2003,MAY,68.55,5/1/2003,WS2M,2003,MAY,2.39,5/1/2003,RH2M,2003,MAY,51.38,5/1/2003,QV2M,2003,MAY,14.59,5/1/2003,T2M,2003,MAY,31.99,5/1/2003,WS10M,2003,MAY,3.39,5/1/2003
161,PS,2003,JUN,98.74,6/1/2003,T2MDEW,2003,JUN,22.41,6/1/2003,PRECTOTCORR,2003,JUN,5.27,6/1/2003,PRECTOTCORR_SUM,2003,JUN,142.38,6/1/2003,WS2M,2003,JUN,1.81,6/1/2003,RH2M,2003,JUN,73.38,6/1/2003,QV2M,2003,JUN,17.27,6/1/2003,T2M,2003,JUN,28.03,6/1/2003,WS10M,2003,JUN,2.7,6/1/2003
162,PS,2003,JUL,98.85,7/1/2003,T2MDEW,2003,JUL,22.45,7/1/2003,PRECTOTCORR,2003,JUL,5.27,7/1/2003,PRECTOTCORR_SUM,2003,JUL,147.66,7/1/2003,WS2M,2003,JUL,1.57,7/1/2003,RH2M,2003,JUL,77.81,7/1/2003,QV2M,2003,JUL,17.27,7/1/2003,T2M,2003,JUL,26.94,7/1/2003,WS10M,2003,JUL,2.44,7/1/2003
163,PS,2003,AUG,98.83,8/1/2003,T2MDEW,2003,AUG,23,8/1/2003,PRECTOTCORR,2003,AUG,10.55,8/1/2003,PRECTOTCORR_SUM,2003,AUG,305.86,8/1/2003,WS2M,2003,AUG,1.4,8/1/2003,RH2M,2003,AUG,83.88,8/1/2003,QV2M,2003,AUG,17.88,8/1/2003,T2M,2003,AUG,26.12,8/1/2003,WS10M,2003,AUG,2.25,8/1/2003
164,PS,2003,SEP,98.86,9/1/2003,T2MDEW,2003,SEP,22.69,9/1/2003,PRECTOTCORR,2003,SEP,5.27,9/1/2003,PRECTOTCORR_SUM,2003,SEP,105.47,9/1/2003,WS2M,2003,SEP,1.22,9/1/2003,RH2M,2003,SEP,81.5,9/1/2003,QV2M,2003,SEP,17.58,9/1/2003,T2M,2003,SEP,26.33,9/1/2003,WS10M,2003,SEP,2.01,9/1/2003
165,PS,2003,OCT,98.65,10/1/2003,T2MDEW,2003,OCT,21.75,10/1/2003,PRECTOTCORR,2003,OCT,0,10/1/2003,PRECTOTCORR_SUM,2003,OCT,36.91,10/1/2003,WS2M,2003,OCT,1.4,10/1/2003,RH2M,2003,OCT,72.19,10/1/2003,QV2M,2003,OCT,16.66,10/1/2003,T2M,2003,OCT,27.89,10/1/2003,WS10M,2003,OCT,2.32,10/1/2003
166,PS,2003,NOV,98.67,11/1/2003,T2MDEW,2003,NOV,14.27,11/1/2003,PRECTOTCORR,2003,NOV,0,11/1/2003,PRECTOTCORR_SUM,2003,NOV,0,11/1/2003,WS2M,2003,NOV,1.63,11/1/2003,RH2M,2003,NOV,51.25,11/1/2003,QV2M,2003,NOV,10.68,11/1/2003,T2M,2003,NOV,26.77,11/1/2003,WS10M,2003,NOV,2.67,11/1/2003
167,PS,2003,DEC,98.82,12/1/2003,T2MDEW,2003,DEC,7.21,12/1/2003,PRECTOTCORR,2003,DEC,0,12/1/2003,PRECTOTCORR_SUM,2003,DEC,0,12/1/2003,WS2M,2003,DEC,2.05,12/1/2003,RH2M,2003,DEC,37.88,12/1/2003,QV2M,2003,DEC,6.59,12/1/2003,T2M,2003,DEC,23.94,12/1/2003,WS10M,2003,DEC,3.25,12/1/2003
168,PS,2004,JAN,98.7,1/1/2004,T2MDEW,2004,JAN,4.75,1/1/2004,PRECTOTCORR,2004,JAN,0,1/1/2004,PRECTOTCORR_SUM,2004,JAN,0,1/1/2004,WS2M,2004,JAN,2.25,1/1/2004,RH2M,2004,JAN,29.38,1/1/2004,QV2M,2004,JAN,5.74,1/1/2004,T2M,2004,JAN,25.6,1/1/2004,WS10M,2004,JAN,3.43,1/1/2004
169,PS,2004,FEB,98.73,2/1/2004,T2MDEW,2004,FEB,1.21,2/1/2004,PRECTOTCORR,2004,FEB,0,2/1/2004,PRECTOTCORR_SUM,2004,FEB,0,2/1/2004,WS2M,2004,FEB,2.55,2/1/2004,RH2M,2004,FEB,21.19,2/1/2004,QV2M,2004,FEB,4.39,2/1/2004,T2M,2004,FEB,26.94,2/1/2004,WS10M,2004,FEB,3.81,2/1/2004
170,PS,2004,MAR,98.56,3/1/2004,T2MDEW,2004,MAR,2.14,3/1/2004,PRECTOTCORR,2004,MAR,0,3/1/2004,PRECTOTCORR_SUM,2004,MAR,0,3/1/2004,WS2M,2004,MAR,2.59,3/1/2004,RH2M,2004,MAR,20.81,3/1/2004,QV2M,2004,MAR,5.37,3/1/2004,T2M,2004,MAR,29.42,3/1/2004,WS10M,2004,MAR,3.77,3/1/2004
171,PS,2004,APR,98.4,4/1/2004,T2MDEW,2004,APR,18.01,4/1/2004,PRECTOTCORR,2004,APR,0,4/1/2004,PRECTOTCORR_SUM,2004,APR,10.55,4/1/2004,WS2M,2004,APR,2.6,4/1/2004,RH2M,2004,APR,43.75,4/1/2004,QV2M,2004,APR,13.61,4/1/2004,T2M,2004,APR,33.55,4/1/2004,WS10M,2004,APR,3.55,4/1/2004
172,PS,2004,MAY,98.63,5/1/2004,T2MDEW,2004,MAY,22.3,5/1/2004,PRECTOTCORR,2004,MAY,5.27,5/1/2004,PRECTOTCORR_SUM,2004,MAY,116.02,5/1/2004,WS2M,2004,MAY,2.4,5/1/2004,RH2M,2004,MAY,65.5,5/1/2004,QV2M,2004,MAY,17.21,5/1/2004,T2M,2004,MAY,30.23,5/1/2004,WS10M,2004,MAY,3.38,5/1/2004
173,PS,2004,JUN,98.88,6/1/2004,T2MDEW,2004,JUN,22.4,6/1/2004,PRECTOTCORR,2004,JUN,5.27,6/1/2004,PRECTOTCORR_SUM,2004,JUN,116.02,6/1/2004,WS2M,2004,JUN,1.93,6/1/2004,RH2M,2004,JUN,73.31,6/1/2004,QV2M,2004,JUN,17.21,6/1/2004,T2M,2004,JUN,28.03,6/1/2004,WS10M,2004,JUN,2.88,6/1/2004
174,PS,2004,JUL,98.82,7/1/2004,T2MDEW,2004,JUL,22.06,7/1/2004,PRECTOTCORR,2004,JUL,5.27,7/1/2004,PRECTOTCORR_SUM,2004,JUL,142.38,7/1/2004,WS2M,2004,JUL,1.55,7/1/2004,RH2M,2004,JUL,76.56,7/1/2004,QV2M,2004,JUL,16.91,7/1/2004,T2M,2004,JUL,26.9,7/1/2004,WS10M,2004,JUL,2.4,7/1/2004
175,PS,2004,AUG,98.87,8/1/2004,T2MDEW,2004,AUG,22.65,8/1/2004,PRECTOTCORR,2004,AUG,5.27,8/1/2004,PRECTOTCORR_SUM,2004,AUG,116.02,8/1/2004,WS2M,2004,AUG,1.48,8/1/2004,RH2M,2004,AUG,80.12,8/1/2004,QV2M,2004,AUG,17.52,8/1/2004,T2M,2004,AUG,26.58,8/1/2004,WS10M,2004,AUG,2.38,8/1/2004
176,PS,2004,SEP,98.79,9/1/2004,T2MDEW,2004,SEP,22.84,9/1/2004,PRECTOTCORR,2004,SEP,5.27,9/1/2004,PRECTOTCORR_SUM,2004,SEP,158.2,9/1/2004,WS2M,2004,SEP,1.24,9/1/2004,RH2M,2004,SEP,81.31,9/1/2004,QV2M,2004,SEP,17.7,9/1/2004,T2M,2004,SEP,26.55,9/1/2004,WS10M,2004,SEP,2.06,9/1/2004
177,PS,2004,OCT,98.68,10/1/2004,T2MDEW,2004,OCT,20.15,10/1/2004,PRECTOTCORR,2004,OCT,0,10/1/2004,PRECTOTCORR_SUM,2004,OCT,5.27,10/1/2004,WS2M,2004,OCT,1.38,10/1/2004,RH2M,2004,OCT,64.44,10/1/2004,QV2M,2004,OCT,15.2,10/1/2004,T2M,2004,OCT,28.52,10/1/2004,WS10M,2004,OCT,2.25,10/1/2004
178,PS,2004,NOV,98.65,11/1/2004,T2MDEW,2004,NOV,13.23,11/1/2004,PRECTOTCORR,2004,NOV,0,11/1/2004,PRECTOTCORR_SUM,2004,NOV,0,11/1/2004,WS2M,2004,NOV,1.68,11/1/2004,RH2M,2004,NOV,45.69,11/1/2004,QV2M,2004,NOV,10.25,11/1/2004,T2M,2004,NOV,27.61,11/1/2004,WS10M,2004,NOV,2.65,11/1/2004
179,PS,2004,DEC,98.66,12/1/2004,T2MDEW,2004,DEC,3.48,12/1/2004,PRECTOTCORR,2004,DEC,0,12/1/2004,PRECTOTCORR_SUM,2004,DEC,0,12/1/2004,WS2M,2004,DEC,1.95,12/1/2004,RH2M,2004,DEC,26.56,12/1/2004,QV2M,2004,DEC,5.07,12/1/2004,T2M,2004,DEC,25.8,12/1/2004,WS10M,2004,DEC,3.14,12/1/2004
180,PS,2005,JAN,98.81,1/1/2005,T2MDEW,2005,JAN,0.16,1/1/2005,PRECTOTCORR,2005,JAN,0,1/1/2005,PRECTOTCORR_SUM,2005,JAN,0,1/1/2005,WS2M,2005,JAN,2.7,1/1/2005,RH2M,2005,JAN,22.44,1/1/2005,QV2M,2005,JAN,4.09,1/1/2005,T2M,2005,JAN,24.05,1/1/2005,WS10M,2005,JAN,4.06,1/1/2005
181,PS,2005,FEB,98.46,2/1/2005,T2MDEW,2005,FEB,5.27,2/1/2005,PRECTOTCORR,2005,FEB,0,2/1/2005,PRECTOTCORR_SUM,2005,FEB,0,2/1/2005,WS2M,2005,FEB,2.57,2/1/2005,RH2M,2005,FEB,22.31,2/1/2005,QV2M,2005,FEB,5.98,2/1/2005,T2M,2005,FEB,30.58,2/1/2005,WS10M,2005,FEB,3.77,2/1/2005
182,PS,2005,MAR,98.44,3/1/2005,T2MDEW,2005,MAR,9.98,3/1/2005,PRECTOTCORR,2005,MAR,0,3/1/2005,PRECTOTCORR_SUM,2005,MAR,5.27,3/1/2005,WS2M,2005,MAR,2.05,3/1/2005,RH2M,2005,MAR,28.75,3/1/2005,QV2M,2005,MAR,8.61,3/1/2005,T2M,2005,MAR,32.9,3/1/2005,WS10M,2005,MAR,2.95,3/1/2005
183,PS,2005,APR,98.37,4/1/2005,T2MDEW,2005,APR,14.83,4/1/2005,PRECTOTCORR,2005,APR,0,4/1/2005,PRECTOTCORR_SUM,2005,APR,0,4/1/2005,WS2M,2005,APR,2.42,4/1/2005,RH2M,2005,APR,36.38,4/1/2005,QV2M,2005,APR,11.72,4/1/2005,T2M,2005,APR,34.08,4/1/2005,WS10M,2005,APR,3.36,4/1/2005
